Talc (Dynamic),Talc (Dynamic disable-grow-in-place),Talc (Dynamic disable-realloc-in-place),Talc (Arena),Talc (Arena disable-grow-in-place),Talc (Arena disable-realloc-in-place),RLSF (Normal),RLSF (Small),DLMalloc,lol_alloc
,,,,,, 23.24 13.74, 22.78 8.20, 16.24 7.25, 7.16 7.99
