No Allocator,Talc (Dynamic),Talc (Dynamic disable-grow-in-place),Talc (Dynamic disable-realloc-in-place),Talc (Arena),Talc (Arena disable-grow-in-place),Talc (Arena disable-realloc-in-place),RLSF (Normal),RLSF (Small - no realloc-in-place),DLMalloc,lol_alloc
337,1625,1506,1415,1667,1548,1457,2259,1345,5539,858
