DLmalloc,Talc,Talc v4,Talc v5.0,RLSF,Galloc,Buddy Alloc
97.7404555529356,97.15357020994027,96.63809362302224,95.17831597228846,97.17993924270073,81.52970610062282,58.911833114922054
